"","R.Condition","R.FileName","R.ProteinGroupsIdentified","R.Replicate","PG.FastaFiles","PG.Genes","PG.Organisms","PG.ProteinAccessions","PG.ProteinDescriptions","PG.ProteinNames","PG.Coverage","PG.Cscore..Run.Wise.","PG.IsSingleHit","PG.NrOfStrippedSequencesIdentified","PG.PEP..Run.Wise.","PG.QValue..Run.Wise.","PG.RunEvidenceCount","PG.MS1Quantity","PG.MS2Quantity","PG.Quantity"
"134","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CD9","Homo sapiens","A0A087WU13;A0A2R8Y478;A0A7I2V3T0;A0A7I2V3T7;A6NNI4;F5GXT1;G8JLH6;P21926","Tetraspanin;CD9 molecule;CD9 molecule;Tetraspanin;CD9 molecule;Tetraspanin;Tetraspanin;CD9 antigen","A0A087WU13_HUMAN;A0A2R8Y478_HUMAN;A0A7I2V3T0_HUMAN;A0A7I2V3T7_HUMAN;A6NNI4_HUMAN;F5GXT1_HUMAN;G8JLH6_HUMAN;CD9_HUMAN","16.5%;26.4%;19.4%;19.3%;26.4%;15.6%;16.7%;18.4%",39.032825,"False",4,5.02310285810381e-07,0.000354283790343758,6,9302.4599609375,4786.65185546875,9302.4599609375
"135","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MAGT1","Homo sapiens","A0A087WU53;A0A8I5KYH1;Q9H0U3","Magnesium transporter protein 1;Magnesium transporter protein 1;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1","A0A087WU53_HUMAN;A0A8I5KYH1_HUMAN;MAGT1_HUMAN","4.9%;5.9%;5.4%",29.659023,"False",2,0.0116706741973758,0.00103213976528018,2,324.063629150391,82.9578704833984,324.063629150391
"136","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","TPSB2;TPSB2;TPSB2;TPSAB1;TPSB2;TPSAB1","Homo sapiens","A0A087WUI4;A0A087X1U0;A0AAA9YHG7;J3QTS8;P20231;Q15661","Tryptase beta 2;Tryptase beta 2;Tryptase beta 2;Tryptase alpha/beta-1;Tryptase beta-2;Tryptase alpha/beta-1","A0A087WUI4_HUMAN;A0A087X1U0_HUMAN;A0AAA9YHG7_HUMAN;J3QTS8_HUMAN;TRYB2_HUMAN;TRYB1_HUMAN","3.9%;3.8%;4.1%;3.9%;4%;4%",19.791216,"True",1,0.168632477521896,0.0155816565818745,1,268.303039550781,40.178466796875,268.303039550781
"137","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","HNRNPDL","Homo sapiens","A0A087WUK2;O14979","Heterogeneous nuclear ribonucleoprotein D like;Heterogeneous nuclear ribonucleoprotein D-like","A0A087WUK2_HUMAN;HNRDL_HUMAN","11.8%;10.2%",45.653263,"False",3,1.15854704302309e-11,0.000184591221091609,3,173.599426269531,43.6735763549805,173.599426269531
"138","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SLIRP","Homo sapiens","A0A087WUN7;G3V2S9;G3V4X6;H0YJ40;H0YJW7;Q9GZT3","SRA stem-loop interacting RNA binding protein;SRA stem-loop interacting RNA binding protein;SRA stem-loop interacting RNA binding protein;SRA stem-loop interacting RNA binding protein (Fragment);SRA stem-loop interacting RNA binding protein (Fragment);SRA stem-loop-interacting RNA-binding protein, mitochondrial","A0A087WUN7_HUMAN;G3V2S9_HUMAN;G3V4X6_HUMAN;H0YJ40_HUMAN;H0YJW7_HUMAN;SLIRP_HUMAN","15.2%;11.3%;14.3%;14.6%;18.4%;12.8%",20.491255,"False",1,0.153504177927971,0.0140679733387291,1,114.604530334473,10.4962129592896,114.604530334473
"139","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640",";MYCBP","Homo sapiens","A0A087WV05;Q99417","c-Myc-binding protein","A0A087WV05_HUMAN;MYCBP_HUMAN","51.8%;55.3%",38.2019,"False",6,3.18611455440987e-06,0.000395069690278197,7,257.716217041016,113.111022949219,257.716217041016
"140","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CLTC","Homo sapiens","A0A087WVQ6;A0A8V8TQ14;A0A8V8TQ18;A0A8V8TQK7;A0A8V8TR47;A0A8V8TRF0;A0AAQ5BHU5;K7EJJ5;Q00610","Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain 1","A0A087WVQ6_HUMAN;A0A8V8TQ14_HUMAN;A0A8V8TQ18_HUMAN;A0A8V8TQK7_HUMAN;A0A8V8TR47_HUMAN;A0A8V8TRF0_HUMAN;A0AAQ5BHU5_HUMAN;K7EJJ5_HUMAN;CLH1_HUMAN","55.3%;55.2%;53.9%;56%;55.3%;55.4%;55.6%;55.2%;55.4%",52.047676,"False",69,2.62932686293834e-21,6.73049204357935e-06,122,1624.02111816406,400.862426757812,1624.02111816406
"141","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","EEF1A1;EEF1A1;EEF1A1;EEF1A1P5","Homo sapiens","A0A087WVQ9;A0A7I2V659;P68104;Q5VTE0","Elongation factor 1-alpha;Elongation factor 1-alpha;Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3","A0A087WVQ9_HUMAN;A0A7I2V659_HUMAN;EF1A1_HUMAN;EF1A3_HUMAN","44.7%;44.7%;44.4%;44.4%",44.09183,"False",17,1.17557560908033e-11,0.000212236250430342,25,839.835144042969,355.213470458984,839.835144042969
"142","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MPC1","Homo sapiens","A0A087WVZ0;Q9Y5U8","Mitochondrial pyruvate carrier;Mitochondrial pyruvate carrier 1","A0A087WVZ0_HUMAN;MPC1_HUMAN","7.3%;7.3%",25.04365,"False",1,0.0634525567293167,0.00524697973497546,1,223.613220214844,51.5098991394043,223.613220214844
"143","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SH3GLB1","Homo sapiens","A0A087WW40;A0A994J549;Q9Y371","Endophilin-B1","A0A087WW40_HUMAN;A0A994J549_HUMAN;SHLB1_HUMAN","26.1%;27.2%;28.2%",51.71832,"False",8,7.39704243291628e-21,9.03369016698967e-06,12,318.983123779297,147.806793212891,318.983123779297
"144","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","IGKV2-40;IGKV2-40;IGKV2-40;IGKV2D-40","Homo sapiens","A0A087WW87;A0AAG2T749;A0AAG2T961;P01614","Immunoglobulin kappa variable 2-40;Immunoglobulin kappa variable 2-40 (Fragment);Immunoglobulin kappa variable 2-40;Immunoglobulin kappa variable 2D-40","KV240_HUMAN;A0AAG2T749_HUMAN;A0AAG2T961_HUMAN;KVD40_HUMAN","11.6%;13.3%;13.5%;11.6%",43.030415,"True",1,1.27150789897001e-10,0.000224965931687676,1,404.606567382812,111.980972290039,404.606567382812
"145","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CHMP2B","Homo sapiens","A0A087WW88;C9J0A7;Q9UQN3","Charged multivesicular body protein 2B;Charged multivesicular body protein 2B;Charged multivesicular body protein 2b","A0A087WW88_HUMAN;C9J0A7_HUMAN;CHM2B_HUMAN","4.4%;5.5%;4.7%",27.522982,"False",1,0.0285927280783653,0.001923653041631,1,429.927001953125,29.8811264038086,429.927001953125
"146","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","KIF1B","Homo sapiens","A0A087WWA3;A0A8Q3WLB2;A0A8Q3WLB3;A0A8Q3WM94;O60333;Q4R9M9","Kinesin family member 1B;Kinesin family member 1B;Kinesin family member 1B;Kinesin family member 1B;Kinesin-like protein KIF1B;Kinesin family member 1B","A0A087WWA3_HUMAN;A0A8Q3WLB2_HUMAN;A0A8Q3WLB3_HUMAN;A0A8Q3WM94_HUMAN;KIF1B_HUMAN;Q4R9M9_HUMAN","0.6%;0.6%;0.6%;0.6%;0.6%;0.6%",21.442646,"False",1,0.134881094098091,0.0121731748936709,1,124.277687072754,28.0657787322998,124.277687072754
"147","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","LRMDA","Homo sapiens","A0A087WWI0","Leucine rich melanocyte differentiation associated","A0A087WWI0_HUMAN","14.2%",40.723465,"False",2,1.73133134495629e-08,0.000274860383183973,3,205.797515869141,29.1721572875977,205.797515869141
"148","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","DCAF7","Homo sapiens","A0A087WWI6;A0A8I5KRG1;P61962","DDB1 and CUL4 associated factor 7;DDB1 and CUL4 associated factor 7;DDB1- and CUL4-associated factor 7","A0A087WWI6_HUMAN;A0A8I5KRG1_HUMAN;DCAF7_HUMAN","9.3%;9.2%;8.2%",25.10563,"False",2,0.0623394325375557,0.00514171888437172,2,504.423004150391,38.303409576416,504.423004150391
"149","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SDHB","Homo sapiens","A0A087WWT1;A0AAQ5BHC9;P21912","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial","A0A087WWT1_HUMAN;A0AAQ5BHC9_HUMAN;SDHB_HUMAN","23.3%;21%;22.1%",36.412262,"False",6,0.000162470314535312,0.000493204680829545,8,524.037170410156,95.7192993164062,524.037170410156
"150","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","TPM3","Homo sapiens","A0A087WWU8","Tropomyosin 3","A0A087WWU8_HUMAN","44.1%",43.85248,"False",13,1.8996089423684e-11,0.000215271586418994,22,4413.5107421875,2738.02270507812,4413.5107421875
"151","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","ST3GAL6","Homo sapiens","A0A087WXB8;Q9Y274","Type 2 lactosamine alpha-2,3-sialyltransferase;Type 2 lactosamine alpha-2,3-sialyltransferase","A0A087WXB8_HUMAN;SIA10_HUMAN","11.5%;13.3%",44.008327,"False",5,1.33956413669867e-11,0.00021270246847092,6,395.261535644531,138.523330688477,395.261535644531
"152","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","NDUFA10","Homo sapiens","A0A087WXC5;A0A7I2V594;A0A7I2YQU0;E7ESZ7;O95299","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial","A0A087WXC5_HUMAN;A0A7I2V594_HUMAN;A0A7I2YQU0_HUMAN;E7ESZ7_HUMAN;NDUAA_HUMAN","12.4%;13%;14.3%;11.8%;13%",33.132446,"False",3,0.00429147575050592,0.000727659262260383,4,310.605285644531,76.9918212890625,310.605285644531
"153","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","FCGBP","Homo sapiens","A0A087WXI2;Q9Y6R7","Fc gamma binding protein;IgGFc-binding protein","A0A087WXI2_HUMAN;FCGBP_HUMAN","2%;2.4%",23.76582,"False",3,0.0883877798914909,0.00765832249840852,3,121.866035461426,56.1636657714844,121.866035461426
"154","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","VTA1","Homo sapiens","A0A087WY55;Q9NP79","Chromosome 6 open reading frame 55, isoform CRA_b;Vacuolar protein sorting-associated protein VTA1 homolog","A0A087WY55_HUMAN;VTA1_HUMAN","27.1%;24.8%",36.513035,"False",5,0.000134126559714787,0.00048842362163669,8,534.267150878906,153.577392578125,534.267150878906
"155","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","AP2M1","Homo sapiens","A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1","AP-2 complex subunit mu","A0A087WY71_HUMAN;C9JGT8_HUMAN;C9JPV8_HUMAN;E9PFW3_HUMAN;AP2M1_HUMAN","20%;19.9%;19%;18.9%;20%",37.061104,"False",9,4.35836445831228e-05,0.000457311428948448,10,490.699310302734,205.704132080078,490.699310302734
"156","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SLC6A6","Homo sapiens","A0A087WY96;P31641","Transporter;Sodium- and chloride-dependent taurine transporter","A0A087WY96_HUMAN;SC6A6_HUMAN","2.5%;2.9%",17.36869,"False",2,0.245234802365303,0.0218026182703906,2,148.729568481445,48.0692939758301,148.729568481445
"157","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","TAP2","Homo sapiens","A0A087WYD6;A0A8V8TNJ0;Q03519;X5CMH5","ABC-type antigen peptide transporter;ABC-type antigen peptide transporter;Antigen peptide transporter 2;ABC-type antigen peptide transporter","A0A087WYD6_HUMAN;A0A8V8TNJ0_HUMAN;TAP2_HUMAN;X5CMH5_HUMAN","8%;8%;8.2%;8%",30.905434,"False",5,0.00639208313077688,0.000905053415469192,5,186.5224609375,55.4856834411621,186.5224609375
"158","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","PTGES3","Homo sapiens","A0A087WYT3;Q15185","Prostaglandin E synthase 3","A0A087WYT3_HUMAN;TEBP_HUMAN","31.1%;31.9%",40.84324,"False",4,1.36214568513537e-08,0.000270895810115959,5,1247.74487304688,92.6342849731445,1247.74487304688
"159","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","IDH3B","Homo sapiens","A0A087WZN1;O43837","Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial","A0A087WZN1_HUMAN;IDH3B_HUMAN","8%;8.1%",33.35234,"False",3,0.00407930230721831,0.000709711961066286,4,254.911163330078,25.7916564941406,254.911163330078
"160","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","NDUFB6","Homo sapiens","A0A087WZX2;O95139","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6","A0A087WZX2_HUMAN;NDUB6_HUMAN","18.6%;14.1%",20.416754,"False",1,0.155031099915504,0.0142257263947321,1,194.571212768555,35.1999740600586,194.571212768555
"161","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","PTEN","Homo sapiens","A0A087X033;A0A8I5KSF9;A0A8V8TPK6;A0A8V8TQX2;A0AA34QVZ8;A0AAQ5BH13;P60484","Phosphatase and tensin homolog;Phosphatase and tensin homolog;Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN;Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN;Phosphatase and tensin homolog;Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN;Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN","A0A087X033_HUMAN;A0A8I5KSF9_HUMAN;A0A8V8TPK6_HUMAN;A0A8V8TQX2_HUMAN;A0AA34QVZ8_HUMAN;A0AAQ5BH13_HUMAN;PTEN_HUMAN","2.6%;1.6%;2.1%;2.3%;2.6%;2.1%;2.2%",35.422806,"False",1,0.000804737326689065,0.000556005259107921,1,64.6387023925781,24.5139064788818,64.6387023925781
"162","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CTSH","Homo sapiens","A0A087X0D5;A0A7I2V2L7;A0A7I2V3E8;A0A7I2V4X5;A0A7I2V673;A0A7I2YQ92;A0A7I2YQX6;E9PKT6;P09668","Pro-cathepsin H;Pro-cathepsin H;Cathepsin H;Pro-cathepsin H;Pro-cathepsin H;Cathepsin H;Pro-cathepsin H;Pro-cathepsin H;Pro-cathepsin H","A0A087X0D5_HUMAN;A0A7I2V2L7_HUMAN;A0A7I2V3E8_HUMAN;A0A7I2V4X5_HUMAN;A0A7I2V673_HUMAN;A0A7I2YQ92_HUMAN;A0A7I2YQX6_HUMAN;E9PKT6_HUMAN;CATH_HUMAN","6.1%;7.1%;4.9%;6%;8.8%;7.2%;8.5%;7.4%;6.6%",43.305466,"False",2,6.78567549372566e-11,0.000220810234000655,3,282.891967773438,100.346672058105,282.891967773438
"163","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SNX12","Homo sapiens","A0A087X0R6;Q9UMY4","Sorting nexin 12;Sorting nexin-12","A0A087X0R6_HUMAN;SNX12_HUMAN","39%;41.4%",38.61249,"False",5,1.24904886433796e-06,0.000374896305169516,5,265.730621337891,102.366073608398,265.730621337891
"164","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","RELA","Homo sapiens","A0A087X0W8;Q04206;Q2TAM5","RELA proto-oncogene, NF-kB subunit;Transcription factor p65;RELA protein","A0A087X0W8_HUMAN;TF65_HUMAN;Q2TAM5_HUMAN","6.9%;5.6%;8.2%",38.281162,"False",3,2.6519130642555e-06,0.000392014960129813,3,515.810668945312,48.924488067627,515.810668945312
"165","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","IKBKG","Homo sapiens","A0A087X1B1;A0A8I5KQX1;C9J2V2;Q9Y6K9","NF-kappa-B essential modulator","A0A087X1B1_HUMAN;A0A8I5KQX1_HUMAN;C9J2V2_HUMAN;NEMO_HUMAN","13.9%;13.2%;14.3%;13.8%",37.34493,"False",4,2.3256312488229e-05,0.000440996002916128,5,224.118804931641,60.4921836853027,224.118804931641
"166","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","PSME2","Homo sapiens","A0A087X1Z3;Q9UL46","Proteasome activator complex subunit 2","A0A087X1Z3_HUMAN;PSME2_HUMAN","39.4%;41.8%",49.515575,"False",8,1.15854704302309e-11,4.79472595938904e-05,21,382.171417236328,99.2815093994141,382.171417236328
"167","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","AGRN","Homo sapiens","A0A087X208;A0A494C0G5;A0A494C1I6;O00468","Agrin","A0A087X208_HUMAN;A0A494C0G5_HUMAN;A0A494C1I6_HUMAN;AGRIN_HUMAN","3.3%;3.2%;3.2%;3%",53.192223,"False",5,6.68922366973464e-23,2.11175955187598e-06,5,224.838577270508,45.3237533569336,224.838577270508
"168","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","WASHC4","Homo sapiens","A0A087X256;Q2M389","WASH complex subunit 4","A0A087X256_HUMAN;WASC4_HUMAN","3.7%;3.7%",37.211544,"False",3,3.13436939904932e-05,0.000448401890453795,3,158.274993896484,33.2410621643066,158.274993896484
"169","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MRPL45","Homo sapiens","A0A087X2D5;Q9BRJ2","Large ribosomal subunit protein mL45","A0A087X2D5_HUMAN;RM45_HUMAN","3.3%;3.3%",28.013317,"False",1,0.0238312538713217,0.00158502235618877,1,186.691192626953,17.8890171051025,186.691192626953
"170","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","PSMC6","Homo sapiens","A0A087X2I1;P62333","Proteasome 26S subunit, ATPase 6;26S proteasome regulatory subunit 10B","A0A087X2I1_HUMAN;PRS10_HUMAN","33.3%;34.4%",42.623215,"False",11,3.17014053896614e-10,0.000230247394292263,14,286.673461914062,63.6516990661621,286.673461914062
"171","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","PRUNE2","Homo sapiens","A0A088AWP5;E9PDC2;H7BZH9;Q5JUB8;Q5JUB9;Q8WUY3","Protein prune homolog 2;Protein prune homolog 2;Protein prune homolog 2 (Fragment);Protein prune homolog 2;Protein prune homolog 2 (Fragment);Protein prune homolog 2","A0A088AWP5_HUMAN;E9PDC2_HUMAN;H7BZH9_HUMAN;Q5JUB8_HUMAN;Q5JUB9_HUMAN;PRUN2_HUMAN","0.3%;0.4%;0.4%;2.8%;3.8%;0.3%",15.149305,"False",1,0.365552723407745,0.0295333798472696,1,62.5129814147949,25.405445098877,62.5129814147949
"172","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","ADSL","Homo sapiens","A0A096LNY6;A0A1B0GTJ7;A0A1B0GWJ0;A0A7P0T9A7;A0A7P0Z472;P30566","Adenylosuccinate lyase","A0A096LNY6_HUMAN;A0A1B0GTJ7_HUMAN;A0A1B0GWJ0_HUMAN;A0A7P0T9A7_HUMAN;A0A7P0Z472_HUMAN;PUR8_HUMAN","30.5%;31.7%;31.7%;29.6%;28.9%;31.4%",41.135784,"False",10,7.53429407751582e-09,0.00026277388663334,15,321.399047851562,59.2527198791504,321.399047851562
"173","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","AAK1","Homo sapiens","A0A096LP25","AP2 associated kinase 1","A0A096LP25_HUMAN","1.6%",29.690048,"False",1,0.0114955464377999,0.00102779854126615,1,198.267822265625,27.5974769592285,198.267822265625
"174","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MBNL1","Homo sapiens","A0A0A0MQX8;C9JP00;H7C4T5;Q9NR56","Muscleblind like splicing regulator 1;Muscleblind like splicing regulator 1;Muscleblind like splicing regulator 1 (Fragment);Muscleblind-like protein 1","A0A0A0MQX8_HUMAN;C9JP00_HUMAN;H7C4T5_HUMAN;MBNL1_HUMAN","7%;8%;8.5%;7.2%",33.544094,"False",3,0.00384308956563473,0.00069410400432231,3,249.204605102539,61.3171920776367,249.204605102539
"175","ENR","20250916_jlb_PAcer_CERES_ENRhumPlasma1_300ng_60min_DIApasef_Wat25cmBEH_1",3535,1,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","VDAC2","Homo sapiens","A0A0A0MR02;P45880","Voltage-dependent anion-selective channel protein 2 (Fragment);Voltage-dependent anion-selective channel protein 2","A0A0A0MR02_HUMAN;VDAC2_HUMAN","70.2%;67.3%",47.114845,"False",15,1.15854704302309e-11,0.000133283722477002,16,1699.72009277344,296.517242431641,1699.72009277344
